OrgIndexId,OrgCodeKey,OrganizationLevel,ESDOrganizationId,ESDName,DistrictCode,DistrictName,SchoolCode,SchoolName,DisplayName,RowCount,FileIndex
600,School|100002|39007|3206,School,100002,Educational Service District 105,39007,Yakima School District,3206,Eisenhower High School,Eisenhower High School | Yakima School District | Educational Service District 105,22,Assmt_S_39007_3206
601,School|100002|39007|3264,School,100002,Educational Service District 105,39007,Yakima School District,3264,Robertson Elementary,Robertson Elementary | Yakima School District | Educational Service District 105,39,Assmt_S_39007_3264
602,School|100002|39007|3312,School,100002,Educational Service District 105,39007,Yakima School District,3312,Whitney Elementary,Whitney Elementary | Yakima School District | Educational Service District 105,39,Assmt_S_39007_3312
603,School|100002|39007|3368,School,100002,Educational Service District 105,39007,Yakima School District,3368,Wilson Middle School,Wilson Middle School | Yakima School District | Educational Service District 105,40,Assmt_S_39007_3368
604,School|100002|39007|3615,School,100002,Educational Service District 105,39007,Yakima School District,3615,Lewis & Clark Middle School,Lewis & Clark Middle School | Yakima School District | Educational Service District 105,40,Assmt_S_39007_3615
605,School|100002|39007|3817,School,100002,Educational Service District 105,39007,Yakima School District,3817,Martin Luther King Jr Elementary,Martin Luther King Jr Elementary | Yakima School District | Educational Service District 105,47,Assmt_S_39007_3817
606,School|100002|39090|2344,School,100002,Educational Service District 105,39090,East Valley School District (Yakima),2344,East Valley High School,East Valley High School | East Valley School District (Yakima) | Educational Service District 105,21,Assmt_S_39090_2344
607,School|100002|39090|2530,School,100002,Educational Service District 105,39090,East Valley School District (Yakima),2530,Moxee Elementary,Moxee Elementary | East Valley School District (Yakima) | Educational Service District 105,39,Assmt_S_39090_2530
608,School|100002|39090|2821,School,100002,Educational Service District 105,39090,East Valley School District (Yakima),2821,Terrace Heights Elementary,Terrace Heights Elementary | East Valley School District (Yakima) | Educational Service District 105,39,Assmt_S_39090_2821
609,School|100002|39090|4055,School,100002,Educational Service District 105,39090,East Valley School District (Yakima),4055,East Valley Central Middle School,East Valley Central Middle School | East Valley School District (Yakima) | Educational Service District 105,41,Assmt_S_39090_4055
610,School|100002|39090|4487,School,100002,Educational Service District 105,39090,East Valley School District (Yakima),4487,East Valley Elementary,East Valley Elementary | East Valley School District (Yakima) | Educational Service District 105,39,Assmt_S_39090_4487
611,School|100002|39119|2388,School,100002,Educational Service District 105,39119,Selah School District,2388,Selah High School,Selah High School | Selah School District | Educational Service District 105,22,Assmt_S_39119_2388
612,School|100002|39119|2716,School,100002,Educational Service District 105,39119,Selah School District,2716,John Campbell Primary School (Closed after 2014-20,John Campbell Primary School (Closed after 2014-20 | Selah School District | Educational Service District 105,3,Assmt_D_39119_Small
613,School|100002|39119|3265,School,100002,Educational Service District 105,39119,Selah School District,3265,Robert S Lince Elementary (Closed after 2014-2015 ,Robert S Lince Elementary (Closed after 2014-2015  | Selah School District | Educational Service District 105,4,Assmt_D_39119_Small
614,School|100002|39119|4161,School,100002,Educational Service District 105,39119,Selah School District,4161,Selah Middle School (Closed after 2014-2015 school,Selah Middle School (Closed after 2014-2015 school | Selah School District | Educational Service District 105,2,Assmt_D_39119_Small
615,School|100002|39119|4546,School,100002,Educational Service District 105,39119,Selah School District,4546,Selah Intermediate (Closed after 2014-2015 school ,Selah Intermediate (Closed after 2014-2015 school  | Selah School District | Educational Service District 105,4,Assmt_D_39119_Small
616,School|100002|39119|5231,School,100002,Educational Service District 105,39119,Selah School District,5231,Selah K-8 Online,Selah K-8 Online | Selah School District | Educational Service District 105,68,Assmt_S_39119_5231
617,School|100002|39119|5384,School,100002,Educational Service District 105,39119,Selah School District,5384,Selah Intermediate School,Selah Intermediate School | Selah School District | Educational Service District 105,35,Assmt_S_39119_5384
618,School|100002|39119|5385,School,100002,Educational Service District 105,39119,Selah School District,5385,Selah Middle School,Selah Middle School | Selah School District | Educational Service District 105,36,Assmt_S_39119_5385
619,School|100002|39120|3070,School,100002,Educational Service District 105,39120,Mabton School District,3070,Artz Fox Elementary,Artz Fox Elementary | Mabton School District | Educational Service District 105,49,Assmt_S_39120_3070
620,School|100002|39120|5289,School,100002,Educational Service District 105,39120,Mabton School District,5289,Mabton Jr. Sr. High,Mabton Jr. Sr. High | Mabton School District | Educational Service District 105,41,Assmt_S_39120_5289
621,School|100002|39200|2345,School,100002,Educational Service District 105,39200,Grandview School District,2345,Mcclure Elementary School,Mcclure Elementary School | Grandview School District | Educational Service District 105,39,Assmt_S_39200_2345
622,School|100002|39200|2555,School,100002,Educational Service District 105,39200,Grandview School District,2555,Grandview High School,Grandview High School | Grandview School District | Educational Service District 105,21,Assmt_S_39200_2555
623,School|100002|39200|2756,School,100002,Educational Service District 105,39200,Grandview School District,2756,Thompson Elementary School,Thompson Elementary School | Grandview School District | Educational Service District 105,39,Assmt_S_39200_2756
624,School|100002|39200|3013,School,100002,Educational Service District 105,39200,Grandview School District,3013,Smith Elementary School,Smith Elementary School | Grandview School District | Educational Service District 105,39,Assmt_S_39200_3013
625,School|100002|39200|3071,School,100002,Educational Service District 105,39200,Grandview School District,3071,Grandview Middle School,Grandview Middle School | Grandview School District | Educational Service District 105,40,Assmt_S_39200_3071
626,School|100002|39201|2469,School,100002,Educational Service District 105,39201,Sunnyside School District,2469,Outlook Elementary School,Outlook Elementary School | Sunnyside School District | Educational Service District 105,39,Assmt_S_39201_2469
627,School|100002|39201|2717,School,100002,Educational Service District 105,39201,Sunnyside School District,2717,Washington Elementary,Washington Elementary | Sunnyside School District | Educational Service District 105,39,Assmt_S_39201_2717
628,School|100002|39201|2959,School,100002,Educational Service District 105,39201,Sunnyside School District,2959,Sunnyside High School,Sunnyside High School | Sunnyside School District | Educational Service District 105,21,Assmt_S_39201_2959
629,School|100002|39201|3313,School,100002,Educational Service District 105,39201,Sunnyside School District,3313,Harrison Middle School,Harrison Middle School | Sunnyside School District | Educational Service District 105,40,Assmt_S_39201_3313
630,School|100002|39201|4000,School,100002,Educational Service District 105,39201,Sunnyside School District,4000,Chief Kamiakin Elementary School,Chief Kamiakin Elementary School | Sunnyside School District | Educational Service District 105,39,Assmt_S_39201_4000
631,School|100002|39201|4497,School,100002,Educational Service District 105,39201,Sunnyside School District,4497,Pioneer Elementary School,Pioneer Elementary School | Sunnyside School District | Educational Service District 105,39,Assmt_S_39201_4497
632,School|100002|39201|5049,School,100002,Educational Service District 105,39201,Sunnyside School District,5049,Sierra Vista Middle School,Sierra Vista Middle School | Sunnyside School District | Educational Service District 105,40,Assmt_S_39201_5049
633,School|100002|39202|2264,School,100002,Educational Service District 105,39202,Toppenish School District,2264,Toppenish Middle School,Toppenish Middle School | Toppenish School District | Educational Service District 105,40,Assmt_S_39202_2264
634,School|100002|39202|2608,School,100002,Educational Service District 105,39202,Toppenish School District,2608,Garfield Elementary School,Garfield Elementary School | Toppenish School District | Educational Service District 105,39,Assmt_S_39202_2608
635,School|100002|39202|2635,School,100002,Educational Service District 105,39202,Toppenish School District,2635,Lincoln Elementary School,Lincoln Elementary School | Toppenish School District | Educational Service District 105,39,Assmt_S_39202_2635
636,School|100002|39202|2900,School,100002,Educational Service District 105,39202,Toppenish School District,2900,Toppenish High School,Toppenish High School | Toppenish School District | Educational Service District 105,24,Assmt_S_39202_2900
637,School|100002|39202|4106,School,100002,Educational Service District 105,39202,Toppenish School District,4106,Kirkwood Elementary School,Kirkwood Elementary School | Toppenish School District | Educational Service District 105,39,Assmt_S_39202_4106
638,School|100002|39202|4588,School,100002,Educational Service District 105,39202,Toppenish School District,4588,Valley View Elementary,Valley View Elementary | Toppenish School District | Educational Service District 105,39,Assmt_S_39202_4588
639,School|100002|39203|2718,School,100002,Educational Service District 105,39203,Highland School District,2718,Highland Middle School,Highland Middle School | Highland School District | Educational Service District 105,32,Assmt_S_39203_2718
640,School|100002|39203|3072,School,100002,Educational Service District 105,39203,Highland School District,3072,Marcus Whitman-Cowiche Elementary,Marcus Whitman-Cowiche Elementary | Highland School District | Educational Service District 105,18,Assmt_S_39203_3072
641,School|100002|39203|3073,School,100002,Educational Service District 105,39203,Highland School District,3073,Tieton Elementary School,Tieton Elementary School | Highland School District | Educational Service District 105,42,Assmt_S_39203_3073
642,School|100002|39203|4559,School,100002,Educational Service District 105,39203,Highland School District,4559,Highland High School,Highland High School | Highland School District | Educational Service District 105,21,Assmt_S_39203_4559
643,School|100002|39204|2531,School,100002,Educational Service District 105,39204,Granger School District,2531,Granger Middle School,Granger Middle School | Granger School District | Educational Service District 105,50,Assmt_S_39204_2531
644,School|100002|39204|3314,School,100002,Educational Service District 105,39204,Granger School District,3314,Granger High School,Granger High School | Granger School District | Educational Service District 105,21,Assmt_S_39204_3314
645,School|100002|39204|4535,School,100002,Educational Service District 105,39204,Granger School District,4535,Roosevelt Elementary,Roosevelt Elementary | Granger School District | Educational Service District 105,29,Assmt_S_39204_4535
646,School|100002|39205|2240,School,100002,Educational Service District 105,39205,Zillah School District,2240,Zillah High School,Zillah High School | Zillah School District | Educational Service District 105,21,Assmt_S_39205_2240
647,School|100002|39205|2783,School,100002,Educational Service District 105,39205,Zillah School District,2783,Hilton Elementary School,Hilton Elementary School | Zillah School District | Educational Service District 105,10,Assmt_S_39205_2783
648,School|100002|39205|4221,School,100002,Educational Service District 105,39205,Zillah School District,4221,Zillah Intermediate School,Zillah Intermediate School | Zillah School District | Educational Service District 105,39,Assmt_S_39205_4221
649,School|100002|39205|4481,School,100002,Educational Service District 105,39205,Zillah School District,4481,Zillah Middle School,Zillah Middle School | Zillah School District | Educational Service District 105,38,Assmt_S_39205_4481
650,School|100002|39207|2131,School,100002,Educational Service District 105,39207,Wapato School District,2131,Wapato Middle School,Wapato Middle School | Wapato School District | Educational Service District 105,40,Assmt_S_39207_2131
651,School|100002|39207|2757,School,100002,Educational Service District 105,39207,Wapato School District,2757,Satus Elementary,Satus Elementary | Wapato School District | Educational Service District 105,39,Assmt_S_39207_2757
652,School|100002|39207|2960,School,100002,Educational Service District 105,39207,Wapato School District,2960,Camas Elementary (Closed after 2017-2018 school ye,Camas Elementary (Closed after 2017-2018 school ye | Wapato School District | Educational Service District 105,16,Assmt_S_39207_2960
653,School|100002|39207|3141,School,100002,Educational Service District 105,39207,Wapato School District,3141,Wapato High School,Wapato High School | Wapato School District | Educational Service District 105,21,Assmt_S_39207_3141
654,School|100002|39207|4518,School,100002,Educational Service District 105,39207,Wapato School District,4518,Adams Elementary,Adams Elementary | Wapato School District | Educational Service District 105,39,Assmt_S_39207_4518
655,School|100002|39207|5723,School,100002,Educational Service District 105,39207,Wapato School District,5723,Wapato Online Academy K-5,Wapato Online Academy K-5 | Wapato School District | Educational Service District 105,3,Assmt_D_39207_Small
656,School|100002|39207|5724,School,100002,Educational Service District 105,39207,Wapato School District,5724,Wapato Online Academy 6-8,Wapato Online Academy 6-8 | Wapato School District | Educational Service District 105,12,Assmt_S_39207_5724
657,School|100002|39207|5725,School,100002,Educational Service District 105,39207,Wapato School District,5725,Wapato Online Academy 9-12,Wapato Online Academy 9-12 | Wapato School District | Educational Service District 105,6,Assmt_D_39207_Small
658,School|100002|39208|2505,School,100002,Educational Service District 105,39208,West Valley School District (Yakima),2505,Wide Hollow Elementary,Wide Hollow Elementary | West Valley School District (Yakima) | Educational Service District 105,34,Assmt_S_39208_2505
659,School|100002|39208|2758,School,100002,Educational Service District 105,39208,West Valley School District (Yakima),2758,Mountainview Elementary,Mountainview Elementary | West Valley School District (Yakima) | Educational Service District 105,34,Assmt_S_39208_2758
660,School|100002|39208|2822,School,100002,Educational Service District 105,39208,West Valley School District (Yakima),2822,Ahtanum Valley Elementary,Ahtanum Valley Elementary | West Valley School District (Yakima) | Educational Service District 105,34,Assmt_S_39208_2822
661,School|100002|39208|3074,School,100002,Educational Service District 105,39208,West Valley School District (Yakima),3074,West Valley High School,West Valley High School | West Valley School District (Yakima) | Educational Service District 105,24,Assmt_S_39208_3074
662,School|100002|39208|3207,School,100002,Educational Service District 105,39208,West Valley School District (Yakima),3207,Summitview Elementary,Summitview Elementary | West Valley School District (Yakima) | Educational Service District 105,34,Assmt_S_39208_3207
663,School|100002|39208|3699,School,100002,Educational Service District 105,39208,West Valley School District (Yakima),3699,Apple Valley Elementary,Apple Valley Elementary | West Valley School District (Yakima) | Educational Service District 105,34,Assmt_S_39208_3699
664,School|100002|39208|4040,School,100002,Educational Service District 105,39208,West Valley School District (Yakima),4040,West Valley Mid-Level Campus,West Valley Mid-Level Campus | West Valley School District (Yakima) | Educational Service District 105,40,Assmt_S_39208_4040
665,School|100002|39208|4448,School,100002,Educational Service District 105,39208,West Valley School District (Yakima),4448,Cottonwood Elementary School,Cottonwood Elementary School | West Valley School District (Yakima) | Educational Service District 105,34,Assmt_S_39208_4448
666,School|100002|39208|4506,School,100002,Educational Service District 105,39208,West Valley School District (Yakima),4506,West Valley Middle School (Closed after 2020-2021 ,West Valley Middle School (Closed after 2020-2021  | West Valley School District (Yakima) | Educational Service District 105,17,Assmt_S_39208_4506
667,School|100002|39208|5221,School,100002,Educational Service District 105,39208,West Valley School District (Yakima),5221,West Valley High School Freshman Campus (Closed af,West Valley High School Freshman Campus (Closed af | West Valley School District (Yakima) | Educational Service District 105,11,Assmt_S_39208_5221
668,School|100002|39208|5504,School,100002,Educational Service District 105,39208,West Valley School District (Yakima),5504,WEST VALLEY VIRTUAL ACADEMY K-6,WEST VALLEY VIRTUAL ACADEMY K-6 | West Valley School District (Yakima) | Educational Service District 105,34,Assmt_S_39208_5504
669,School|100002|39208|5505,School,100002,Educational Service District 105,39208,West Valley School District (Yakima),5505,WEST VALLEY VIRTUAL ACADEMY 7-8,WEST VALLEY VIRTUAL ACADEMY 7-8 | West Valley School District (Yakima) | Educational Service District 105,21,Assmt_S_39208_5505
670,School|100002|39208|5506,School,100002,Educational Service District 105,39208,West Valley School District (Yakima),5506,WEST VALLEY VIRTUAL ACADEMY 9-12,WEST VALLEY VIRTUAL ACADEMY 9-12 | West Valley School District (Yakima) | Educational Service District 105,9,Assmt_D_39208_Small
671,School|100002|39208|5699,School,100002,Educational Service District 105,39208,West Valley School District (Yakima),5699,West Valley Innovation Center,West Valley Innovation Center | West Valley School District (Yakima) | Educational Service District 105,19,Assmt_S_39208_5699
672,School|100002|39209|2389,School,100002,Educational Service District 105,39209,Mount Adams School District,2389,Mount Adams Middle School,Mount Adams Middle School | Mount Adams School District | Educational Service District 105,31,Assmt_S_39209_2389
673,School|100002|39209|2506,School,100002,Educational Service District 105,39209,Mount Adams School District,2506,Harrah Elementary School,Harrah Elementary School | Mount Adams School District | Educational Service District 105,49,Assmt_S_39209_2506
674,School|100002|39209|2532,School,100002,Educational Service District 105,39209,Mount Adams School District,2532,White Swan High School,White Swan High School | Mount Adams School District | Educational Service District 105,21,Assmt_S_39209_2532
675,School|100003|20094|2605,School,100003,Educational Service District 112,20094,Wishram School District,2605,Wishram High And Elementary Schl,Wishram High And Elementary Schl | Wishram School District | Educational Service District 112,78,Assmt_S_20094_2605
676,School|100003|20215|2251,School,100003,Educational Service District 112,20215,Centerville School District,2251,Centerville Elementary,Centerville Elementary | Centerville School District | Educational Service District 112,55,Assmt_S_20215_2251
677,School|100003|20400|2676,School,100003,Educational Service District 112,20400,Trout Lake School District,2676,Trout Lake School,Trout Lake School | Trout Lake School District | Educational Service District 112,62,Assmt_S_20400_2676
678,School|100003|20400|3062,School,100003,Educational Service District 112,20400,Trout Lake School District,3062,Trout Lake Elementary,Trout Lake Elementary | Trout Lake School District | Educational Service District 112,29,Assmt_S_20400_3062
679,School|100003|20401|3047,School,100003,Educational Service District 112,20401,Glenwood School District,3047,Glenwood Elementary,Glenwood Elementary | Glenwood School District | Educational Service District 112,39,Assmt_S_20401_3047
680,School|100003|20401|3048,School,100003,Educational Service District 112,20401,Glenwood School District,3048,Glenwood Secondary,Glenwood Secondary | Glenwood School District | Educational Service District 112,51,Assmt_S_20401_3048
681,School|100003|20402|3494,School,100003,Educational Service District 112,20402,Klickitat School District,3494,Klickitat Elem & High,Klickitat Elem & High | Klickitat School District | Educational Service District 112,78,Assmt_S_20402_3494
682,School|100003|20403|3530,School,100003,Educational Service District 112,20403,Roosevelt School District,3530,Roosevelt Elementary School,Roosevelt Elementary School | Roosevelt School District | Educational Service District 112,46,Assmt_S_20403_3530
683,School|100003|20405|2330,School,100003,Educational Service District 112,20405,White Salmon Valley School District,2330,Columbia High School,Columbia High School | White Salmon Valley School District | Educational Service District 112,21,Assmt_S_20405_2330
684,School|100003|20405|2997,School,100003,Educational Service District 112,20405,White Salmon Valley School District,2997,Hulan L Whitson Elem,Hulan L Whitson Elem | White Salmon Valley School District | Educational Service District 112,20,Assmt_S_20405_2997
685,School|100003|20405|3394,School,100003,Educational Service District 112,20405,White Salmon Valley School District,3394,Wayne M Henkle Middle School,Wayne M Henkle Middle School | White Salmon Valley School District | Educational Service District 112,30,Assmt_S_20405_3394
686,School|100003|20405|5368,School,100003,Educational Service District 112,20405,White Salmon Valley School District,5368,Wallace & Priscilla Stevenson Intermediate School,Wallace & Priscilla Stevenson Intermediate School | White Salmon Valley School District | Educational Service District 112,38,Assmt_S_20405_5368
687,School|100003|20406|3049,School,100003,Educational Service District 112,20406,Lyle School District,3049,Dallesport Elementary,Dallesport Elementary | Lyle School District | Educational Service District 112,39,Assmt_S_20406_3049
688,School|100003|20406|3111,School,100003,Educational Service District 112,20406,Lyle School District,3111,Lyle High School,Lyle High School | Lyle School District | Educational Service District 112,21,Assmt_S_20406_3111
689,School|100003|20406|3643,School,100003,Educational Service District 112,20406,Lyle School District,3643,Lyle Middle School,Lyle Middle School | Lyle School District | Educational Service District 112,40,Assmt_S_20406_3643
690,School|100003|25101|2517,School,100003,Educational Service District 112,25101,Ocean Beach School District,2517,Hilltop Elementary School,Hilltop Elementary School | Ocean Beach School District | Educational Service District 112,44,Assmt_S_25101_2517
691,School|100003|25101|3531,School,100003,Educational Service District 112,25101,Ocean Beach School District,3531,Long Beach Elementary School,Long Beach Elementary School | Ocean Beach School District | Educational Service District 112,16,Assmt_S_25101_3531
692,School|100003|25101|4039,School,100003,Educational Service District 112,25101,Ocean Beach School District,4039,Ocean Park Elementary,Ocean Park Elementary | Ocean Beach School District | Educational Service District 112,35,Assmt_S_25101_4039
693,School|100003|25101|4220,School,100003,Educational Service District 112,25101,Ocean Beach School District,4220,Ilwaco High School,Ilwaco High School | Ocean Beach School District | Educational Service District 112,22,Assmt_S_25101_4220
694,School|100003|25155|2868,School,100003,Educational Service District 112,25155,Naselle-Grays River Valley School District,2868,Naselle-Grays River Valley Elementary,Naselle-Grays River Valley Elementary | Naselle-Grays River Valley School District | Educational Service District 112,39,Assmt_S_25155_2868
695,School|100003|25155|3295,School,100003,Educational Service District 112,25155,Naselle-Grays River Valley School District,3295,Naselle-Grays River Valley Jr Sr High Schools,Naselle-Grays River Valley Jr Sr High Schools | Naselle-Grays River Valley School District | Educational Service District 112,51,Assmt_S_25155_3295
696,School|100003|30031|3406,School,100003,Educational Service District 112,30031,Mill A School District,3406,Mill A Elementary School,Mill A Elementary School | Mill A School District | Educational Service District 112,44,Assmt_S_30031_3406
697,School|100003|30303|2882,School,100003,Educational Service District 112,30303,Stevenson-Carson School District,2882,Carson Elementary,Carson Elementary | Stevenson-Carson School District | Educational Service District 112,40,Assmt_S_30303_2882
698,School|100003|30303|3119,School,100003,Educational Service District 112,30303,Stevenson-Carson School District,3119,Stevenson High School,Stevenson High School | Stevenson-Carson School District | Educational Service District 112,23,Assmt_S_30303_3119
699,School|100003|30303|3800,School,100003,Educational Service District 112,30303,Stevenson-Carson School District,3800,Wind River Middle School,Wind River Middle School | Stevenson-Carson School District | Educational Service District 112,35,Assmt_S_30303_3800
700,School|100003|30303|5762,School,100003,Educational Service District 112,30303,Stevenson-Carson School District,5762,Carson Elementary School,Carson Elementary School | Stevenson-Carson School District | Educational Service District 112,4,Assmt_D_30303_Small
701,School|100003|35200|2893,School,100003,Educational Service District 112,35200,Wahkiakum School District,2893,Julius A Wendt Elementary/John C Thomas Middle School,Julius A Wendt Elementary/John C Thomas Middle School | Wahkiakum School District | Educational Service District 112,69,Assmt_S_35200_2893
702,School|100003|35200|3467,School,100003,Educational Service District 112,35200,Wahkiakum School District,3467,Wahkiakum High School,Wahkiakum High School | Wahkiakum School District | Educational Service District 112,22,Assmt_S_35200_3467
703,School|100003|6037|1689,School,100003,Educational Service District 112,6037,Vancouver School District,1689,Vancouver School of Arts and Academics,Vancouver School of Arts and Academics | Vancouver School District | Educational Service District 112,51,Assmt_S_6037_1689
704,School|100003|6037|2179,School,100003,Educational Service District 112,6037,Vancouver School District,2179,Fort Vancouver High School,Fort Vancouver High School | Vancouver School District | Educational Service District 112,21,Assmt_S_6037_2179
705,School|100003|6037|2318,School,100003,Educational Service District 112,6037,Vancouver School District,2318,Lincoln Elementary School,Lincoln Elementary School | Vancouver School District | Educational Service District 112,39,Assmt_S_6037_2318
706,School|100003|6037|2610,School,100003,Educational Service District 112,6037,Vancouver School District,2610,Hough Elementary School,Hough Elementary School | Vancouver School District | Educational Service District 112,39,Assmt_S_6037_2610
707,School|100003|6037|2637,School,100003,Educational Service District 112,6037,Vancouver School District,2637,Fruit Valley Elementary School,Fruit Valley Elementary School | Vancouver School District | Educational Service District 112,39,Assmt_S_6037_2637
708,School|100003|6037|2643,School,100003,Educational Service District 112,6037,Vancouver School District,2643,Edgewood Elementary School,Edgewood Elementary School | Vancouver School District | Educational Service District 112,39,Assmt_S_6037_2643
709,School|100003|6037|2644,School,100003,Educational Service District 112,6037,Vancouver School District,2644,Ogden Elementary,Ogden Elementary | Vancouver School District | Educational Service District 112,39,Assmt_S_6037_2644
710,School|100003|6037|2690,School,100003,Educational Service District 112,6037,Vancouver School District,2690,Hazel Dell Elementary School,Hazel Dell Elementary School | Vancouver School District | Educational Service District 112,39,Assmt_S_6037_2690
711,School|100003|6037|2723,School,100003,Educational Service District 112,6037,Vancouver School District,2723,Minnehaha Elementary School,Minnehaha Elementary School | Vancouver School District | Educational Service District 112,39,Assmt_S_6037_2723
712,School|100003|6037|2828,School,100003,Educational Service District 112,6037,Vancouver School District,2828,Walnut Grove Elementary,Walnut Grove Elementary | Vancouver School District | Educational Service District 112,39,Assmt_S_6037_2828
713,School|100003|6037|2964,School,100003,Educational Service District 112,6037,Vancouver School District,2964,Salmon Creek Elementary,Salmon Creek Elementary | Vancouver School District | Educational Service District 112,39,Assmt_S_6037_2964
714,School|100003|6037|3016,School,100003,Educational Service District 112,6037,Vancouver School District,3016,Sarah J Anderson Elementary,Sarah J Anderson Elementary | Vancouver School District | Educational Service District 112,39,Assmt_S_6037_3016
715,School|100003|6037|3017,School,100003,Educational Service District 112,6037,Vancouver School District,3017,Lake Shore Elementary,Lake Shore Elementary | Vancouver School District | Educational Service District 112,40,Assmt_S_6037_3017
716,School|100003|6037|3080,School,100003,Educational Service District 112,6037,Vancouver School District,3080,Benjamin Franklin Elementary,Benjamin Franklin Elementary | Vancouver School District | Educational Service District 112,39,Assmt_S_6037_3080
717,School|100003|6037|3081,School,100003,Educational Service District 112,6037,Vancouver School District,3081,Hudson's Bay High School,Hudson's Bay High School | Vancouver School District | Educational Service District 112,23,Assmt_S_6037_3081
718,School|100003|6037|3146,School,100003,Educational Service District 112,6037,Vancouver School District,3146,Mcloughlin Middle School,Mcloughlin Middle School | Vancouver School District | Educational Service District 112,40,Assmt_S_6037_3146
719,School|100003|6037|3423,School,100003,Educational Service District 112,6037,Vancouver School District,3423,Columbia River High,Columbia River High | Vancouver School District | Educational Service District 112,22,Assmt_S_6037_3423
720,School|100003|6037|3424,School,100003,Educational Service District 112,6037,Vancouver School District,3424,George C Marshall Elementary,George C Marshall Elementary | Vancouver School District | Educational Service District 112,39,Assmt_S_6037_3424
721,School|100003|6037|3543,School,100003,Educational Service District 112,6037,Vancouver School District,3543,Jason Lee Middle School,Jason Lee Middle School | Vancouver School District | Educational Service District 112,40,Assmt_S_6037_3543
722,School|100003|6037|3565,School,100003,Educational Service District 112,6037,Vancouver School District,3565,Washington Elementary,Washington Elementary | Vancouver School District | Educational Service District 112,39,Assmt_S_6037_3565
723,School|100003|6037|3733,School,100003,Educational Service District 112,6037,Vancouver School District,3733,Dwight D Eisenhower Elementary,Dwight D Eisenhower Elementary | Vancouver School District | Educational Service District 112,39,Assmt_S_6037_3733
724,School|100003|6037|3734,School,100003,Educational Service District 112,6037,Vancouver School District,3734,Martin Luther King Elementary,Martin Luther King Elementary | Vancouver School District | Educational Service District 112,39,Assmt_S_6037_3734
725,School|100003|6037|3735,School,100003,Educational Service District 112,6037,Vancouver School District,3735,Harry S Truman Elementary School,Harry S Truman Elementary School | Vancouver School District | Educational Service District 112,39,Assmt_S_6037_3735
726,School|100003|6037|3902,School,100003,Educational Service District 112,6037,Vancouver School District,3902,Gaiser Middle School,Gaiser Middle School | Vancouver School District | Educational Service District 112,41,Assmt_S_6037_3902
727,School|100003|6037|3932,School,100003,Educational Service District 112,6037,Vancouver School District,3932,Lewis and Clark High School,Lewis and Clark High School | Vancouver School District | Educational Service District 112,21,Assmt_S_6037_3932
728,School|100003|6037|4034,School,100003,Educational Service District 112,6037,Vancouver School District,4034,Sacajawea Elementary School,Sacajawea Elementary School | Vancouver School District | Educational Service District 112,39,Assmt_S_6037_4034
729,School|100003|6037|4075,School,100003,Educational Service District 112,6037,Vancouver School District,4075,Felida Elementary School,Felida Elementary School | Vancouver School District | Educational Service District 112,39,Assmt_S_6037_4075
730,School|100003|6037|4405,School,100003,Educational Service District 112,6037,Vancouver School District,4405,Chinook Elementary School,Chinook Elementary School | Vancouver School District | Educational Service District 112,39,Assmt_S_6037_4405
731,School|100003|6037|4406,School,100003,Educational Service District 112,6037,Vancouver School District,4406,Alki Middle School,Alki Middle School | Vancouver School District | Educational Service District 112,40,Assmt_S_6037_4406
732,School|100003|6037|4410,School,100003,Educational Service District 112,6037,Vancouver School District,4410,Roosevelt Elementary School,Roosevelt Elementary School | Vancouver School District | Educational Service District 112,39,Assmt_S_6037_4410
733,School|100003|6037|4503,School,100003,Educational Service District 112,6037,Vancouver School District,4503,Discovery Middle School,Discovery Middle School | Vancouver School District | Educational Service District 112,40,Assmt_S_6037_4503
734,School|100003|6037|4504,School,100003,Educational Service District 112,6037,Vancouver School District,4504,Skyview High School,Skyview High School | Vancouver School District | Educational Service District 112,23,Assmt_S_6037_4504
735,School|100003|6037|4524,School,100003,Educational Service District 112,6037,Vancouver School District,4524,Vancouver Alternative Programs (Closed after 2017-,Vancouver Alternative Programs (Closed after 2017- | Vancouver School District | Educational Service District 112,10,Assmt_S_6037_4524
736,School|100003|6037|4591,School,100003,Educational Service District 112,6037,Vancouver School District,4591,Thomas Jefferson Middle School,Thomas Jefferson Middle School | Vancouver School District | Educational Service District 112,40,Assmt_S_6037_4591
737,School|100003|6037|5271,School,100003,Educational Service District 112,6037,Vancouver School District,5271,Vancouver iTech Preparatory,Vancouver iTech Preparatory | Vancouver School District | Educational Service District 112,51,Assmt_S_6037_5271
738,School|100003|6037|5745,School,100003,Educational Service District 112,6037,Vancouver School District,5745,Vancouver Innovation Technology and Arts Elementary,Vancouver Innovation Technology and Arts Elementary | Vancouver School District | Educational Service District 112,8,Assmt_D_6037_Small
739,School|100003|6098|3319,School,100003,Educational Service District 112,6098,Hockinson School District,3319,Hockinson Middle School,Hockinson Middle School | Hockinson School District | Educational Service District 112,40,Assmt_S_6098_3319
740,School|100003|6098|4568,School,100003,Educational Service District 112,6098,Hockinson School District,4568,Hockinson High School,Hockinson High School | Hockinson School District | Educational Service District 112,21,Assmt_S_6098_4568
741,School|100003|6098|5311,School,100003,Educational Service District 112,6098,Hockinson School District,5311,Hockinson Heights Elementary School,Hockinson Heights Elementary School | Hockinson School District | Educational Service District 112,39,Assmt_S_6098_5311
